fecha,tavg,tmin,tmax,prcp,wspd,pres,año,mes,año_mes
1994-05-04,28.8,22.8,33.6,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-05,27.5,21.8,33.9,1.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-06,26.766666666666666,22.133333333333333,33.46666666666667,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-07,26.033333333333335,22.46666666666667,33.03333333333333,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-08,25.3,22.8,32.6,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-09,25.9,22.65,32.9375,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-10,26.5,22.5,33.275,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-11,27.1,22.35,33.6125,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-12,27.7,22.2,33.95,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-13,28.2,22.475,34.2875,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-14,28.7,22.75,34.625,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-15,29.2,23.025,34.9625,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-16,29.7,23.3,35.3,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-17,28.1,19.9,34.599999999999994,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-18,26.5,16.5,33.9,6.1,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-19,27.1,22.8,33.349999999999994,1.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-20,26.6,22.0,32.8,4.1,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-21,27.9,23.6,33.1,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-22,27.5,22.0,33.225,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
